ghcn_din;date;prcp;snow;tmax;tmin;elevation;name;coord;country_code
ITM00016064;2016-04-28;0.0;;15.4;5.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-24;0.0;;24.2;7.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-09;279.0;;24.0;13.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-12;30.0;;26.4;19.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-07;0.0;;28.4;13.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-13;51.0;;;6.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-16;0.0;;17.4;7.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-23;58.0;;11.2;9.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-04;0.0;;14.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-15;0.0;;;2.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-10;0.0;;;-4.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-17;0.0;;5.2;-3.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-18;0.0;;-1.6;-7.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-19;;;;-6.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-26;0.0;;13.0;-2.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-27;0.0;;11.2;-1.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-12;185.0;;16.2;10.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-16;0.0;;20.0;8.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-18;10.0;;21.2;8.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-30;79.0;;20.6;13.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-06;0.0;;26.2;13.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-27;511.0;;30.2;14.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-04;0.0;;27.4;19.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-25;0.0;;29.2;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-03;0.0;;30.4;19.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-05;0.0;;31.4;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-15;150.0;;23.4;17.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-28;0.0;;25.0;13.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-18;0.0;;18.8;10.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-21;0.0;;17.4;6.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-18;;;7.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-01;0.0;;;-3.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-30;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-13;;;12.2;-1.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-18;;;4.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-29;0.0;;14.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-10;0.0;;13.6;3.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-01;5.0;;17.4;12.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-12;0.0;;20.4;6.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-26;0.0;;16.6;3.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-27;0.0;;17.4;6.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-29;61.0;;17.4;5.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-19;297.0;;17.4;11.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-01;0.0;;;17.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-25;0.0;;32.2;16.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-26;51.0;;31.6;19.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-28;71.0;;29.4;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-03;0.0;;30.2;18.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-31;0.0;;11.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-01;0.0;;11.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-08;0.0;;12.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-13;0.0;;12.2;2.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-16;0.0;;;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-21;0.0;;5.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-23;41.0;;11.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-23;0.0;;14.2;8.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-31;0.0;;17.4;12.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-16;381.0;;21.4;14.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-22;361.0;;25.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-02;0.0;;30.4;16.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-24;0.0;;25.4;13.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-02;5.0;;23.4;15.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-07;0.0;;19.0;5.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-12;0.0;;15.2;1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-09;0.0;;7.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-27;0.0;;;3.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-14;0.0;;0.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-20;0.0;;4.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-11;0.0;;;2.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-17;0.0;;;3.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-24;0.0;;16.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-25;0.0;;23.2;7.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-31;79.0;;18.4;13.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-10;3.0;;;11.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-24;0.0;;32.6;20.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-08;;;;-3.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-18;0.0;;31.4;15.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-02;0.0;;;5.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-23;0.0;;23.6;10.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-12;20.0;;7.0;1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-19;0.0;;16.2;11.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-26;0.0;;8.2;-3.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-03;0.0;;7.6;3.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-18;0.0;;;0.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-28;0.0;;11.2;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-13;5.0;;20.0;9.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-15;0.0;;19.0;5.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-05;0.0;;20.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-17;0.0;;21.4;8.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-20;0.0;;23.4;5.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-23;0.0;;32.6;18.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-21;0.0;;30.6;19.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-24;0.0;;;15.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-26;0.0;;25.8;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-15;51.0;;13.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-24;5.0;;;10.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-02;0.0;;;8.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-17;0.0;;6.6;0.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-22;320.0;;10.2;8.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-25;340.0;;12.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-22;0.0;;22.0;9.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-06;0.0;;;7.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-09;61.0;;16.0;11.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-13;5.0;;18.6;10.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-26;0.0;;25.4;9.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-21;0.0;;28.8;17.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-22;0.0;;30.4;16.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-02;0.0;;28.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-04;0.0;;30.8;20.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-31;3.0;;28.2;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-12;;;30.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-27;0.0;;25.0;14.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-27;10.0;;19.4;10.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-12;0.0;;;2.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-09;0.0;;8.6;-4.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-27;0.0;;18.2;0.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-05;;;3.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-17;99.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-22;0.0;;11.2;2.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-25;0.0;;14.4;5.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-13;3.0;;25.8;14.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-06;0.0;;31.0;17.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-13;41.0;;28.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-29;0.0;;31.2;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-06;0.0;;17.4;10.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-14;300.0;;11.0;8.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-30;0.0;;17.2;6.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-07;0.0;;13.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-14;0.0;;9.6;5.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-21;160.0;;8.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-11;0.0;;8.2;-1.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-03;28.0;;9.2;6.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-10;41.0;;13.0;2.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-18;;;;4.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-14;0.0;;12.2;6.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-11;0.0;;21.4;5.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-19;10.0;;21.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-04;0.0;;23.6;10.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-28;0.0;;;16.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-20;0.0;;32.4;19.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-17;20.0;;29.2;14.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-19;0.0;;27.2;18.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-30;51.0;;23.4;17.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-01;0.0;;29.4;16.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-29;0.0;;25.2;13.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-05;0.0;;22.0;8.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-11;0.0;;;6.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-26;3.0;;15.0;11.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-29;0.0;;;5.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-03;0.0;;13.0;5.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-05;140.0;;9.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-11;10.0;;10.8;1.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-23;201.0;;10.4;9.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-29;3.0;;8.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-04;;;2.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-04;0.0;;12.6;-1.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-05;0.0;;;-2.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-15;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-16;5.0;;8.0;5.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-07;0.0;;9.4;-0.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-09;0.0;;9.6;-2.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-04;10.0;;16.2;11.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-27;0.0;;27.4;13.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-03;0.0;;;11.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-30;3.0;;29.4;18.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-09;0.0;;28.4;17.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-08;0.0;;28.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-19;0.0;;27.4;12.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-30;0.0;;24.6;11.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-25;8.0;;13.2;12.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-26;119.0;;14.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-21;23.0;;9.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-31;0.0;;7.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-01;0.0;;;0.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-08;0.0;;10.4;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-22;0.0;;;6.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-07;0.0;;21.4;10.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-08;3.0;;18.4;9.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-15;399.0;;23.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-20;0.0;;28.0;11.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-29;0.0;;;18.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-08;0.0;;29.4;21.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-15;;;26.6;12.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-18;5.0;;27.4;17.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-18;28.0;;23.2;13.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-04;0.0;;23.4;9.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-10;140.0;;15.4;5.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-22;0.0;;14.0;7.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-30;0.0;;;-4.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-08;0.0;;9.2;-4.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-12;;;2.2;-0.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-19;;;;-3.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-23;0.0;;11.4;-2.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-29;0.0;;7.4;0.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-11;0.0;;11.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-29;231.0;;10.0;5.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-29;0.0;;20.4;7.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-04-05;20.0;;17.8;11.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-02;0.0;;19.0;6.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-10;43.0;;15.4;12.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-01;5.0;;21.4;13.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-14;130.0;;24.2;14.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-07;0.0;;30.8;16.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-08;0.0;;;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-12;0.0;;25.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-13;0.0;;30.6;17.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-14;0.0;;30.2;17.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-21;;;18.8;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-01;51.0;;21.0;12.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-06;;;10.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-11-10;0.0;;9.4;-2.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-04;0.0;;8.0;4.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-24;0.0;;10.6;-1.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-01-28;0.0;;11.2;6.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-02-19;0.0;;13.4;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-15;0.0;;13.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-03-16;89.0;;6.2;4.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-05-23;170.0;;18.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-06-08;0.0;;26.4;15.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-11;130.0;;33.0;21.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-07-29;0.0;;30.4;19.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-05;170.0;;26.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-08-22;0.0;;27.6;14.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-04;0.0;;29.2;19.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-09;0.0;;30.2;15.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-09-11;0.0;;30.2;17.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-03;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-08;0.0;;19.0;8.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-10-17;;;;10.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-05;0.0;;10.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-07;0.0;;8.6;-2.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2016-12-15;0.0;;;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-05;0.0;;8.2;-1.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-14;0.0;;11.0;5.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-16;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-30;0.0;;;6.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-16;0.0;;26.0;14.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-24;0.0;;;13.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-30;0.0;;;15.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-06;0.0;;32.0;18.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-10;0.0;;28.8;18.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-12;0.0;;27.2;15.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-26;0.0;;19.4;4.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-02;0.0;;6.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-10;;;0.0;-4.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-10;130.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-27;0.0;;13.4;2.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-14;0.0;;19.6;1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-17;0.0;;;4.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-23;160.0;;13.4;10.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-23;0.0;;;13.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-12;0.0;;30.6;17.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-19;0.0;;30.0;15.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-14;61.0;;28.6;20.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-26;0.0;;30.4;13.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-27;0.0;;;15.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-08;41.0;;27.6;20.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-09;41.0;;31.0;18.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-05;0.0;;27.6;13.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-20;0.0;;24.2;9.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-06;0.0;;24.8;8.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-10;0.0;;22.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-23;0.0;;22.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-31;0.0;;17.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-22;0.0;;12.6;3.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-13;0.0;;8.4;-4.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-01;0.0;;;-4.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-17;0.0;;7.0;-0.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-09;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-26;0.0;;26.8;18.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-31;0.0;;29.4;14.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-09;0.0;;;13.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-15;20.0;;29.8;20.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-04;0.0;;29.4;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-21;;;31.2;18.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-06;0.0;;27.4;13.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-29;0.0;;22.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-11;;;;-2.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-15;0.0;;7.4;-3.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-27;320.0;;4.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-08;0.0;;2.4;-7.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-18;0.0;;5.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-24;0.0;;;-4.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-30;0.0;;;-1.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-31;0.0;;4.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-06;51.0;;11.4;2.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-08;0.0;;7.4;2.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-03;0.0;;9.0;-4.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-13;0.0;;7.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-06;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-03;41.0;;8.4;2.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-13;;;3.4;-1.2;178.6;CAMERI;45.53, 8.669;IT
