ghcn_din;date;prcp;snow;tmax;tmin;elevation;name;coord;country_code
ITM00016064;2017-03-21;0.0;;17.4;11.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-14;0.0;;7.2;-5.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-05;8.0;;16.8;9.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-26;0.0;;5.2;-5.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-28;5.0;;17.4;5.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-21;0.0;;12.2;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-02;109.0;;18.0;1.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-06;10.0;;14.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-12;140.0;;20.6;11.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-09;0.0;;;0.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-07;0.0;;28.6;15.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-29;0.0;;23.0;4.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-25;0.0;;22.2;11.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-21;0.0;;17.6;0.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-04;0.0;;20.4;9.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-26;;;12.8;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-30;0.0;;18.6;4.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-04;20.0;;18.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-03;0.0;;18.2;4.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-15;0.0;;26.0;10.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-14;0.0;;;1.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-03;0.0;;;15.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-20;0.0;;5.8;-5.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-21;0.0;;28.6;15.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-22;0.0;;5.6;-4.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-07;;;;4.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-28;41.0;;;1.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-11;0.0;;20.6;9.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-15;0.0;;;-1.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-28;;;5.4;-3.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-07;0.0;;7.6;-0.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-12;;;4.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-21;0.0;;5.8;-7.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-09;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-11;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-15;0.0;;7.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-03;150.0;;;4.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-22;0.0;;9.0;1.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-23;0.0;;;0.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-08;0.0;;16.4;2.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-16;0.0;;19.4;3.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-19;79.0;;21.8;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-12;;;;15.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-18;0.0;;33.6;21.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-28;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-19;0.0;;23.2;8.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-09;0.0;;22.0;6.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-13;0.0;;23.0;9.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-25;0.0;;;5.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-09;41.0;;10.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-23;5.0;;11.6;6.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-07;0.0;;;1.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-15;0.0;;;-1.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-04;0.0;;23.0;5.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-05;0.0;;21.4;4.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-08;0.0;;;14.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-13;0.0;;23.6;11.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-15;3.0;;19.2;7.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-21;0.0;;23.2;7.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-03;0.0;;20.6;12.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-29;0.0;;8.8;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-04;0.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-18;0.0;;17.2;5.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-19;0.0;;16.2;0.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-20;0.0;;18.2;-0.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-03;10.0;;15.8;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-08;0.0;;22.4;6.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-09;0.0;;22.6;9.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-01;0.0;;;13.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-28;130.0;;24.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-23;0.0;;29.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-18;30.0;;18.6;8.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-12;0.0;;22.4;6.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-04;;;;8.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-06;119.0;;12.4;7.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-10;5.0;;13.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-17;0.0;;14.4;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-24;;;;2.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-20;0.0;;6.4;-6.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-07;0.0;;;8.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-14;0.0;;22.4;6.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-27;0.0;;4.2;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-22;0.0;;26.6;11.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-01;0.0;;15.6;-0.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-06;79.0;;25.4;16.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-02;0.0;;16.4;1.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-07;0.0;;26.6;9.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-10;0.0;;23.4;2.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-14;20.0;;30.6;20.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-11;3.0;;15.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-27;30.0;;28.4;18.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-29;0.0;;30.2;16.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-30;30.0;;25.2;12.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-20;0.0;;31.8;15.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-05;0.0;;30.6;19.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-02;0.0;;34.6;21.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-11;10.0;;27.4;16.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-14;0.0;;31.4;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-04;0.0;;36.2;22.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-17;0.0;;32.6;19.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-16;0.0;;24.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-22;0.0;;28.4;15.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-02;0.0;;16.6;3.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-30;0.0;;32.0;19.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-20;0.0;;12.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-31;0.0;;29.0;22.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-29;;;4.6;3.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-01;0.0;;27.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-19;;;;-6.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-07;0.0;;12.6;3.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-13;0.0;;13.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-01;;;6.2;-3.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-04;0.0;;6.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-06;0.0;;12.4;-4.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-24;3.0;;13.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-13;0.0;;15.6;-0.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-22;61.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-31;0.0;;23.6;9.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-03;0.0;;24.0;5.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-10;0.0;;24.4;10.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-11;0.0;;25.4;8.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-24;0.0;;15.8;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-27;51.0;;14.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-16;;;32.2;19.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-29;104.0;;25.4;14.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-10;51.0;;30.2;17.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-01;0.0;;33.6;20.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-29;0.0;;31.2;20.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-04;0.0;;25.2;12.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-08;41.0;;24.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-26;0.0;;22.4;12.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-05;0.0;;22.6;8.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-17;0.0;;23.4;8.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-27;;;11.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-30;;;11.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-20;0.0;;3.4;-1.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-07;0.0;;32.6;18.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-17;;;;18.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-28;0.0;;31.2;15.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-03;0.0;;35.4;21.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-22;0.0;;23.2;7.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-02;0.0;;19.4;12.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-20;0.0;;13.6;9.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-08;51.0;;9.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-12-14;0.0;;8.4;-1.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-12;;;;-1.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-16;0.0;;;-4.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-02;109.0;;5.0;3.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-07;3.0;;16.8;0.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-28;0.0;;19.6;1.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-25;0.0;;26.8;15.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-21;0.0;;32.2;16.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-22;0.0;;32.4;18.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-26;61.0;;30.2;18.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-25;0.0;;30.2;12.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-11;61.0;;21.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-24;0.0;;31.2;17.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-25;0.0;;31.6;19.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-28;0.0;;24.2;13.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-18;0.0;;21.2;7.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-24;0.0;;24.0;5.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-25;0.0;;9.4;-2.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-01;;;;-1.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-02-17;0.0;;14.0;1.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-12;0.0;;22.2;13.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-05;119.0;;21.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-27;0.0;;24.2;12.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-19;0.0;;;8.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-10-27;0.0;;22.0;5.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-01;;;;4.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-11-21;0.0;;14.4;1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-19;0.0;;6.0;-5.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-23;0.0;;;-1.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-24;41.0;;13.4;9.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-06;0.0;;;4.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-04-13;0.0;;24.6;7.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-17;0.0;;27.2;14.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-13;0.0;;31.4;17.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-13;0.0;;32.6;17.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-07;0.0;;31.0;18.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-01-07;0.0;;1.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-15;0.0;;19.2;6.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-20;;;19.0;7.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-03-27;0.0;;16.4;9.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-10;0.0;;18.4;12.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-05-18;0.0;;25.6;15.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-06-23;0.0;;33.4;16.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-20;0.0;;30.6;19.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-24;0.0;;30.6;18.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-07-31;20.0;;32.4;18.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-08-16;0.0;;32.4;20.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2017-09-14;5.0;;18.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-03-20;0.0;;10.0;3.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-03-21;0.0;;8.6;2.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-04-13;119.0;;15.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-02;99.0;;13.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-08;0.0;;;14.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-14;221.0;;18.2;9.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-18;0.0;;24.0;11.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-06;0.0;;31.4;16.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-26;0.0;;32.6;20.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-08-20;0.0;;32.4;20.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-08-29;0.0;;29.4;17.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-08-30;0.0;;;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-12-20;;;4.4;0.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-01-08;10.0;;12.0;8.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-01-26;;;6.2;5.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-02-08;;;9.6;-2.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-02-15;0.0;;8.6;-4.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-03-15;211.0;;8.4;3.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-04-26;0.0;;25.2;10.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-22;25.0;;18.4;15.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-06-18;0.0;;29.6;18.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-06-21;20.0;;31.0;18.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-04;20.0;;30.4;18.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-05;86.0;;28.2;18.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-19;0.0;;31.4;18.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-27;5.0;;30.8;19.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-31;0.0;;;21.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-31;41.0;;12.4;9.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-11-02;20.0;;15.2;10.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-11-15;0.0;;13.8;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-12-28;0.0;;7.2;-4.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-01-16;;;8.2;2.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-02-14;0.0;;8.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-02-28;0.0;;1.2;-10.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-10;3.0;;23.2;10.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-06-05;0.0;;27.0;13.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-17;0.0;;31.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-08-31;490.0;;;16.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-06;;;;13.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-08;0.0;;25.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-11-13;0.0;;17.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-11-23;89.0;;;2.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-12-05;0.0;;13.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-12-17;;;7.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-01-22;;;10.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-01-23;;;10.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-02-12;0.0;;9.6;-0.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-03-02;;;1.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-06-06;0.0;;25.6;16.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-30;0.0;;33.2;20.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-09-03;10.0;;25.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-22;3.0;;18.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-23;0.0;;19.6;5.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-24;0.0;;28.4;5.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-12-10;0.0;;13.6;1.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-01-19;;;12.4;-1.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-02-02;;;10.4;1.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-03-28;0.0;;15.6;3.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-03-29;0.0;;13.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-04;15.0;;20.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-06-14;0.0;;27.0;15.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-07-23;0.0;;31.2;16.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-08-07;79.0;;33.2;19.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-09;0.0;;24.4;11.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-30;20.0;;;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-11-07;71.0;;16.2;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-12-03;0.0;;;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-12-11;0.0;;12.0;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-02-20;0.0;;9.0;-1.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-03-23;0.0;;13.4;-2.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-04-24;0.0;;25.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-04-30;3.0;;21.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-25;0.0;;;14.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-08-13;79.0;;26.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-09-07;20.0;;26.2;15.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-01;201.0;;14.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-15;0.0;;21.6;11.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-16;0.0;;22.4;13.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-10-19;;;;12.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-11-05;109.0;;;12.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-11-14;0.0;;;7.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-11-28;0.0;;13.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-12-19;;;;-2.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-01-04;0.0;;12.6;2.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-01-30;;;11.6;-2.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-03-12;3.0;;12.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-04-16;0.0;;22.6;8.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-04-23;0.0;;26.0;11.2;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-03;41.0;;18.4;10.4;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-05-24;41.0;;26.2;13.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-06-08;10.0;;24.4;17.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-06-27;0.0;;29.2;15.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-08-01;0.0;;34.4;22.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-08-10;0.0;;;19.8;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-08-22;0.0;;32.6;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-09-05;0.0;;28.2;14.6;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-11-27;0.0;;16.0;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-12-04;10.0;;16.4;;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-01-15;;;5.4;-1.0;178.6;CAMERI;45.53, 8.669;IT
ITM00016064;2018-02-16;0.0;;7.2;-3.6;178.6;CAMERI;45.53, 8.669;IT
